Customer_ID,Age,Gender,Region,Tenure_Months,Subscription_Type,Monthly_Spend,Support_Tickets,Churn_Flag,Signup_Date,Annual_Spend,Signup_Year,Tenure_Group,Spend_Group
C057372,45.0,Male,South,103,Basic,14.33,0,0.0,2022-11-30,171.96,2022,5-10 yr,Q1 low
C057373,22.0,Female,South,99,Basic,16.74,0,0.0,2024-08-06,200.88,2024,5-10 yr,Q2
C057374,27.0,Female,North,42,Basic,6.21,3,0.0,2023-04-04,74.52,2023,2-5 yr,Q1 low
C057375,25.0,Female,West,18,Standard,17.63,1,1.0,2024-04-28,211.56,2024,1-2 yr,Q2
C057376,43.0,Female,West,27,Enterprise,156.29,0,0.0,2021-05-31,1875.48,2021,2-5 yr,Q4 high
C057377,33.0,Female,East,40,Basic,9.53,1,0.0,2020-04-26,114.35999999999999,2020,2-5 yr,Q1 low
C057378,41.0,Female,West,34,Premium,54.28,0,1.0,2022-10-12,651.36,2022,2-5 yr,Q4 high
C057379,48.0,Male,South,61,Premium,91.15,0,1.0,2023-05-23,1093.8000000000002,2023,5-10 yr,Q4 high
C057380,20.0,Female,North,95,Premium,97.01,1,0.0,2024-07-19,1164.1200000000001,2024,5-10 yr,Q4 high
C057381,28.0,Male,Central,61,Standard,30.17,1,1.0,2023-03-21,362.04,2023,5-10 yr,Q3
C057382,37.0,Male,Central,56,Basic,14.86,1,0.0,2019-02-08,178.32,2019,2-5 yr,Q1 low
C057383,34.0,Male,Central,54,Premium,70.98,3,0.0,2019-04-18,851.76,2019,2-5 yr,Q4 high
C057384,30.0,Female,South,74,Standard,20.7,3,0.0,2021-10-09,248.39999999999998,2021,5-10 yr,Q2
C057385,32.0,Female,South,64,Standard,34.24,2,1.0,2022-04-12,410.88,2022,5-10 yr,Q3
C057386,33.0,Male,West,89,Basic,7.61,0,0.0,2023-11-04,91.32000000000001,2023,5-10 yr,Q1 low
C057387,32.0,Female,South,64,Enterprise,136.96,2,0.0,2020-12-14,1643.52,2020,5-10 yr,Q4 high
C057388,33.0,Male,East,11,Standard,26.35,2,0.0,2022-02-03,316.20000000000005,2022,6-12 mo,Q3
C057389,30.0,Male,North,45,Standard,36.39,2,0.0,2023-07-03,436.68,2023,2-5 yr,Q3
C057390,26.0,Female,South,69,Standard,25.05,1,0.0,2025-03-23,300.6,2025,5-10 yr,Q2
C057391,31.0,Female,North,54,Premium,81.1,1,1.0,2023-06-30,973.1999999999999,2023,2-5 yr,Q4 high
C057392,34.0,Male,West,26,Premium,88.23,0,0.0,2021-11-30,1058.76,2021,2-5 yr,Q4 high
C057393,18.0,Male,Central,25,Basic,11.28,0,0.0,2024-09-18,135.35999999999999,2024,2-5 yr,Q1 low
C057394,25.0,Male,Central,50,Basic,15.38,1,0.0,2024-09-15,184.56,2024,2-5 yr,Q1 low
C057395,36.0,Male,North,109,Premium,95.75,0,0.0,2023-04-16,1149.0,2023,5-10 yr,Q4 high
C057396,32.0,Non-binary,South,110,Basic,14.7,2,0.0,2025-05-06,176.39999999999998,2025,5-10 yr,Q1 low
C057397,29.0,Male,Central,6,Basic,16.04,1,0.0,2019-05-06,192.48,2019,0-6 mo,Q2
C057398,55.0,Female,West,110,Premium,63.69,0,0.0,2022-07-15,764.28,2022,5-10 yr,Q4 high
C057399,27.0,Female,North,114,Standard,25.17,2,1.0,2020-02-23,302.04,2020,5-10 yr,Q2
C057400,23.0,Female,South,15,Standard,31.12,1,0.0,2020-08-16,373.44,2020,1-2 yr,Q3
C057401,22.0,Male,West,104,Basic,11.37,1,0.0,2020-03-05,136.44,2020,5-10 yr,Q1 low
C057402,37.0,Male,Central,34,Premium,39.69,1,0.0,2023-06-03,476.28,2023,2-5 yr,Q3
C057403,23.0,Male,South,92,Standard,33.01,2,1.0,2019-04-05,396.12,2019,5-10 yr,Q3
C057404,30.0,Female,West,57,Premium,76.69,3,0.0,2025-04-03,920.28,2025,2-5 yr,Q4 high
C057405,42.0,Male,East,115,Standard,29.96,2,0.0,2021-09-13,359.52,2021,5-10 yr,Q3
C057406,31.0,Male,North,63,Premium,70.46,0,0.0,2022-11-18,845.52,2022,5-10 yr,Q4 high
C057407,35.0,Female,North,33,Premium,38.9,0,1.0,2022-04-24,466.79999999999995,2022,2-5 yr,Q3
C057408,39.0,Male,Central,29,Premium,48.99,1,1.0,2020-09-23,587.88,2020,2-5 yr,Q4 high
C057409,40.0,Female,East,2,Standard,26.77,2,0.0,2025-01-24,321.24,2025,0-6 mo,Q3
C057410,21.0,Female,East,72,Premium,44.13,0,0.0,2022-02-24,529.5600000000001,2022,5-10 yr,Q3
C057411,40.0,Male,North,104,Enterprise,117.5,0,1.0,2021-12-15,1410.0,2021,5-10 yr,Q4 high
C057412,42.0,Male,West,113,Standard,23.18,2,0.0,2021-06-09,278.15999999999997,2021,5-10 yr,Q2
C057413,46.0,Male,North,69,Standard,17.91,1,0.0,2024-10-15,214.92000000000002,2024,5-10 yr,Q2
C057414,55.0,Male,South,16,Enterprise,180.75,1,0.0,2025-03-24,2169.0,2025,1-2 yr,Q4 high
C057415,35.0,Male,South,115,Premium,94.51,3,0.0,2025-04-05,1134.1200000000001,2025,5-10 yr,Q4 high
C057416,24.0,Male,West,12,Basic,5.75,1,0.0,2024-10-28,69.0,2024,6-12 mo,Q1 low
C057417,23.0,Male,East,7,Enterprise,82.88,2,0.0,2023-06-22,994.56,2023,6-12 mo,Q4 high
C057418,40.0,Male,East,14,Enterprise,222.46,1,0.0,2019-09-05,2669.52,2019,1-2 yr,Q4 high
C057419,25.0,Male,Central,104,Standard,22.09,1,0.0,2021-01-20,265.08,2021,5-10 yr,Q2
C057420,38.0,Non-binary,West,37,Premium,39.6,3,0.0,2022-02-28,475.20000000000005,2022,2-5 yr,Q3
C057421,26.0,Male,North,10,Premium,81.35,1,0.0,2024-11-16,976.1999999999999,2024,6-12 mo,Q4 high
C057422,38.0,Female,North,31,Standard,33.59,2,0.0,2022-04-22,403.08000000000004,2022,2-5 yr,Q3
C057423,20.0,Female,West,80,Standard,39.53,0,1.0,2023-09-26,474.36,2023,5-10 yr,Q3
C057424,26.0,Female,South,76,Premium,78.65,3,0.0,2020-02-03,943.8000000000001,2020,5-10 yr,Q4 high
C057425,43.0,Male,West,62,Basic,14.67,2,1.0,2019-01-01,176.04,2019,5-10 yr,Q1 low
C057426,38.0,Female,East,15,Enterprise,89.1,2,0.0,2020-09-06,1069.1999999999998,2020,1-2 yr,Q4 high
C057427,36.0,Female,South,107,Basic,12.71,1,0.0,2021-04-29,152.52,2021,5-10 yr,Q1 low
C057428,46.0,Male,East,69,Premium,75.83,0,0.0,2019-04-20,909.96,2019,5-10 yr,Q4 high
C057429,34.0,Female,East,52,Standard,17.34,0,0.0,2020-11-25,208.07999999999998,2020,2-5 yr,Q2
C057430,27.0,Male,East,60,Basic,6.72,2,0.0,2020-09-08,80.64,2020,2-5 yr,Q1 low
C057431,19.0,Female,South,73,Standard,33.93,2,1.0,2019-01-01,407.15999999999997,2019,5-10 yr,Q3
C057432,36.0,Female,East,83,Basic,11.35,0,0.0,2023-01-21,136.2,2023,5-10 yr,Q1 low
C057433,27.0,Female,South,104,Premium,67.2,0,0.0,2021-01-17,806.4000000000001,2021,5-10 yr,Q4 high
C057434,31.0,Male,West,99,Premium,85.7,0,0.0,2021-08-18,1028.4,2021,5-10 yr,Q4 high
C057435,46.0,Male,South,53,Premium,68.46,1,0.0,2025-08-20,821.52,2025,2-5 yr,Q4 high
C057436,18.0,Female,East,53,Standard,38.13,0,0.0,2021-06-01,457.56000000000006,2021,2-5 yr,Q3
C057437,33.0,Male,South,3,Standard,20.06,1,0.0,2022-08-29,240.71999999999997,2022,0-6 mo,Q2
C057438,35.0,Female,West,40,Enterprise,119.05,2,0.0,2019-03-17,1428.6,2019,2-5 yr,Q4 high
C057439,29.0,Prefer not to say,South,72,Premium,96.45,1,0.0,2021-07-18,1157.4,2021,5-10 yr,Q4 high
C057440,33.0,Female,South,36,Basic,7.14,0,0.0,2022-09-28,85.67999999999999,2022,2-5 yr,Q1 low
C057441,48.0,Female,South,60,Premium,55.95,0,0.0,2025-07-14,671.4000000000001,2025,2-5 yr,Q4 high
C057442,38.0,Non-binary,East,118,Basic,18.47,0,0.0,2025-01-06,221.64,2025,5-10 yr,Q2
C057443,18.0,Female,South,56,Standard,36.46,3,0.0,2019-06-23,437.52,2019,2-5 yr,Q3
C057444,36.0,Male,East,110,Premium,39.48,1,0.0,2021-05-26,473.76,2021,5-10 yr,Q3
C057445,35.0,Female,West,102,Standard,37.37,2,1.0,2025-04-21,448.43999999999994,2025,5-10 yr,Q3
C057446,25.0,Female,North,72,Premium,79.44,1,0.0,2025-01-07,953.28,2025,5-10 yr,Q4 high
C057447,44.0,Female,West,90,Premium,88.89,3,1.0,2025-05-17,1066.68,2025,5-10 yr,Q4 high
C057448,23.0,Male,East,108,Basic,14.22,0,1.0,2022-07-13,170.64000000000001,2022,5-10 yr,Q1 low
C057449,50.0,Female,South,51,Premium,88.49,4,1.0,2023-04-14,1061.8799999999999,2023,2-5 yr,Q4 high
C057450,36.0,Female,South,26,Standard,18.81,3,0.0,2021-01-28,225.71999999999997,2021,2-5 yr,Q2
C057451,34.0,Male,West,1,Standard,36.91,3,1.0,2019-07-06,442.91999999999996,2019,0-6 mo,Q3
C057452,20.0,Female,West,10,Basic,10.88,1,0.0,2020-12-03,130.56,2020,6-12 mo,Q1 low
C057453,24.0,Female,North,109,Enterprise,85.56,2,0.0,2025-05-07,1026.72,2025,5-10 yr,Q4 high
C057454,43.0,Female,West,41,Basic,17.01,2,0.0,2025-01-29,204.12,2025,2-5 yr,Q2
C057455,27.0,Female,East,112,Premium,55.66,0,0.0,2023-01-30,667.92,2023,5-10 yr,Q4 high
C057456,22.0,Female,South,66,Enterprise,134.04,0,0.0,2021-05-17,1608.48,2021,5-10 yr,Q4 high
C057457,39.0,Female,North,46,Basic,18.21,0,0.0,2025-03-10,218.52,2025,2-5 yr,Q2
C057458,38.0,Male,South,3,Basic,13.72,1,1.0,2022-07-21,164.64000000000001,2022,0-6 mo,Q1 low
C057459,50.0,Non-binary,West,93,Premium,91.15,1,0.0,2023-11-06,1093.8000000000002,2023,5-10 yr,Q4 high
C057460,25.0,Female,North,117,Basic,8.46,2,1.0,2024-03-29,101.52000000000001,2024,5-10 yr,Q1 low
C057461,37.0,Male,West,53,Premium,53.96,0,0.0,2024-10-09,647.52,2024,2-5 yr,Q4 high
C057462,25.0,Female,East,20,Basic,9.67,3,0.0,2021-07-29,116.03999999999999,2021,1-2 yr,Q1 low
C057463,48.0,Female,West,98,Premium,52.25,0,0.0,2020-10-22,627.0,2020,5-10 yr,Q4 high
C057464,51.0,Female,East,70,Basic,14.25,1,0.0,2024-08-07,171.0,2024,5-10 yr,Q1 low
C057465,43.0,Male,North,73,Basic,6.32,2,0.0,2023-05-08,75.84,2023,5-10 yr,Q1 low
C057466,26.0,Male,South,56,Standard,31.58,1,0.0,2025-05-13,378.96,2025,2-5 yr,Q3
C057467,38.0,Male,East,64,Standard,19.37,1,0.0,2023-06-30,232.44,2023,5-10 yr,Q2
C057468,33.0,Female,Central,80,Premium,65.49,1,0.0,2022-12-29,785.8799999999999,2022,5-10 yr,Q4 high
C057469,32.0,Female,East,65,Basic,7.02,2,0.0,2021-01-11,84.24,2021,5-10 yr,Q1 low
C057470,18.0,Male,Central,81,Enterprise,182.53,2,0.0,2019-10-22,2190.36,2019,5-10 yr,Q4 high
C057471,55.0,Female,North,101,Standard,26.71,1,0.0,2024-02-03,320.52,2024,5-10 yr,Q3
C057472,24.0,Female,West,20,Standard,16.79,0,0.0,2024-10-07,201.48,2024,1-2 yr,Q2
C057473,27.0,Female,South,70,Basic,7.24,2,0.0,2025-07-01,86.88,2025,5-10 yr,Q1 low
C057474,28.0,Male,West,84,Standard,39.05,1,0.0,2024-07-25,468.59999999999997,2024,5-10 yr,Q3
C057475,26.0,Male,South,101,Basic,15.95,0,1.0,2021-08-10,191.39999999999998,2021,5-10 yr,Q2
C057476,36.0,Male,East,1,Basic,13.31,1,0.0,2023-12-27,159.72,2023,0-6 mo,Q1 low
C057477,30.0,Female,East,48,Premium,48.32,0,0.0,2019-03-08,579.84,2019,2-5 yr,Q3
C057478,35.0,Male,Central,51,Basic,13.96,1,1.0,2023-04-04,167.52,2023,2-5 yr,Q1 low
C057479,45.0,Female,East,46,Enterprise,185.14,1,1.0,2023-06-29,2221.68,2023,2-5 yr,Q4 high
C057480,51.0,Male,North,89,Basic,8.47,0,0.0,2022-05-24,101.64000000000001,2022,5-10 yr,Q1 low
C057481,37.0,Female,East,37,Premium,55.06,4,0.0,2022-05-29,660.72,2022,2-5 yr,Q4 high
C057482,25.0,Female,East,13,Standard,15.71,2,0.0,2019-07-25,188.52,2019,1-2 yr,Q2
C057483,35.0,Male,West,120,Standard,31.0,3,0.0,2025-02-09,372.0,2025,5-10 yr,Q3
C057484,18.0,Male,North,91,Premium,53.6,3,1.0,2019-10-08,643.2,2019,5-10 yr,Q4 high
C057485,29.0,Female,East,103,Standard,27.68,1,0.0,2020-10-16,332.15999999999997,2020,5-10 yr,Q3
C057486,18.0,Male,East,59,Basic,16.56,0,0.0,2021-07-04,198.71999999999997,2021,2-5 yr,Q2
C057487,34.0,Female,West,59,Basic,12.98,2,0.0,2020-03-06,155.76,2020,2-5 yr,Q1 low
C057488,28.0,Male,South,90,Premium,75.05,0,0.0,2019-07-09,900.5999999999999,2019,5-10 yr,Q4 high
C057489,36.0,Female,East,54,Premium,60.2,2,0.0,2019-05-03,722.4000000000001,2019,2-5 yr,Q4 high
C057490,34.0,Male,North,64,Basic,16.25,2,1.0,2024-07-14,195.0,2024,5-10 yr,Q2
C057491,39.0,Male,West,19,Standard,32.98,0,0.0,2023-11-20,395.76,2023,1-2 yr,Q3
C057492,52.0,Male,South,95,Standard,17.31,1,0.0,2019-08-10,207.71999999999997,2019,5-10 yr,Q2
C057493,27.0,Female,South,97,Standard,27.66,0,0.0,2024-01-17,331.92,2024,5-10 yr,Q3
C057494,38.0,Male,East,80,Basic,6.57,2,0.0,2019-07-14,78.84,2019,5-10 yr,Q1 low
C057495,35.0,Male,South,110,Standard,35.23,0,1.0,2024-09-16,422.76,2024,5-10 yr,Q3
C057496,18.0,Non-binary,North,26,Premium,72.21,1,0.0,2020-06-27,866.52,2020,2-5 yr,Q4 high
C057497,24.0,Non-binary,South,13,Premium,70.56,0,0.0,2022-07-23,846.72,2022,1-2 yr,Q4 high
C057498,23.0,Male,North,71,Basic,7.99,1,0.0,2021-03-06,95.88,2021,5-10 yr,Q1 low
C057499,32.0,Male,West,42,Basic,8.65,0,1.0,2025-08-21,103.80000000000001,2025,2-5 yr,Q1 low
C057500,18.0,Female,North,76,Basic,5.26,0,0.0,2023-10-19,63.12,2023,5-10 yr,Q1 low
C057501,33.0,Male,West,61,Basic,15.43,0,1.0,2020-02-21,185.16,2020,5-10 yr,Q1 low
C057502,18.0,Female,North,86,Basic,13.46,2,0.0,2020-01-12,161.52,2020,5-10 yr,Q1 low
C057503,49.0,Female,South,79,Standard,17.9,0,0.0,2025-03-13,214.79999999999998,2025,5-10 yr,Q2
C057504,41.0,Male,East,24,Basic,11.38,1,0.0,2021-10-03,136.56,2021,1-2 yr,Q1 low
C057505,36.0,Male,Central,5,Enterprise,117.52,1,0.0,2021-12-05,1410.24,2021,0-6 mo,Q4 high
C057506,57.0,Female,Central,48,Standard,31.88,1,0.0,2020-04-17,382.56,2020,2-5 yr,Q3
C057507,30.0,Male,Central,3,Premium,41.03,1,1.0,2023-10-12,492.36,2023,0-6 mo,Q3
C057508,31.0,Male,Central,70,Basic,16.81,3,0.0,2022-04-11,201.71999999999997,2022,5-10 yr,Q2
C057509,30.0,Male,Central,100,Premium,82.17,1,0.0,2019-08-19,986.04,2019,5-10 yr,Q4 high
C057510,56.0,Male,East,54,Premium,45.96,2,0.0,2024-12-04,551.52,2024,2-5 yr,Q3
C057511,28.0,Female,North,106,Basic,9.73,1,0.0,2020-04-01,116.76,2020,5-10 yr,Q1 low
C057512,26.0,Female,West,31,Basic,15.19,1,0.0,2019-05-27,182.28,2019,2-5 yr,Q1 low
C057513,58.0,Male,North,11,Standard,21.58,3,0.0,2021-03-04,258.96,2021,6-12 mo,Q2
C057514,45.0,Female,Central,37,Premium,60.36,0,0.0,2022-12-13,724.3199999999999,2022,2-5 yr,Q4 high
C057515,21.0,Non-binary,Central,41,Premium,63.36,3,0.0,2022-02-02,760.3199999999999,2022,2-5 yr,Q4 high
C057516,37.0,Female,Central,67,Standard,23.11,2,1.0,2020-09-17,277.32,2020,5-10 yr,Q2
C057517,29.0,Female,North,24,Premium,88.46,0,0.0,2019-01-21,1061.52,2019,1-2 yr,Q4 high
C057518,43.0,Male,South,119,Standard,31.24,0,,2022-11-11,374.88,2022,5-10 yr,Q3
C057519,19.0,Female,North,108,Premium,93.06,2,0.0,2019-10-11,1116.72,2019,5-10 yr,Q4 high
C057520,39.0,Female,East,98,Basic,9.49,1,0.0,2019-04-09,113.88,2019,5-10 yr,Q1 low
C057521,46.0,Female,East,114,Premium,35.84,1,0.0,2019-01-16,430.08000000000004,2019,5-10 yr,Q3
C057522,25.0,Male,North,89,Enterprise,229.85,1,0.0,2020-03-02,2758.2,2020,5-10 yr,Q4 high
C057523,29.0,Female,South,72,Premium,53.83,2,1.0,2019-06-27,645.96,2019,5-10 yr,Q4 high
C057524,21.0,Male,North,95,Standard,35.87,0,0.0,2021-05-18,430.43999999999994,2021,5-10 yr,Q3
C057525,48.0,Male,Central,8,Basic,7.3,0,1.0,2020-05-18,87.6,2020,6-12 mo,Q1 low
C057526,35.0,Female,East,69,Standard,29.79,1,0.0,2025-04-02,357.48,2025,5-10 yr,Q3
C057527,47.0,Male,West,64,Premium,39.83,1,0.0,2019-11-11,477.96,2019,5-10 yr,Q3
C057528,48.0,Female,Central,49,Standard,36.73,1,0.0,2024-03-17,440.76,2024,2-5 yr,Q3
C057529,18.0,Female,East,64,Standard,37.41,2,0.0,2023-04-11,448.91999999999996,2023,5-10 yr,Q3
C057530,29.0,Female,East,97,Standard,35.42,0,0.0,2020-11-10,425.04,2020,5-10 yr,Q3
C057531,28.0,Female,North,57,Standard,29.48,1,0.0,2021-11-17,353.76,2021,2-5 yr,Q3
C057532,36.0,Male,West,118,Standard,21.49,0,0.0,2019-02-11,257.88,2019,5-10 yr,Q2
C057533,29.0,Female,North,57,Premium,88.35,1,0.0,2021-03-11,1060.1999999999998,2021,2-5 yr,Q4 high
C057534,38.0,Male,North,5,Standard,38.92,0,0.0,2022-07-04,467.04,2022,0-6 mo,Q3
C057535,39.0,Male,North,72,Enterprise,181.34,1,1.0,2021-02-19,2176.08,2021,5-10 yr,Q4 high
C057536,34.0,Female,West,96,Basic,17.27,0,0.0,2022-04-21,207.24,2022,5-10 yr,Q2
C057537,33.0,Female,East,75,Standard,27.21,1,0.0,2025-01-14,326.52,2025,5-10 yr,Q3
C057538,34.0,Female,South,12,Standard,18.67,0,0.0,2019-10-06,224.04000000000002,2019,6-12 mo,Q2
C057539,37.0,Male,North,88,Standard,17.41,1,1.0,2024-05-02,208.92000000000002,2024,5-10 yr,Q2
C057540,26.0,Female,East,115,Premium,82.89,2,1.0,2023-08-08,994.6800000000001,2023,5-10 yr,Q4 high
C057541,52.0,Female,North,42,Standard,20.59,3,0.0,2022-05-30,247.07999999999998,2022,2-5 yr,Q2
C057542,29.0,Male,East,45,Standard,30.01,0,1.0,2021-03-26,360.12,2021,2-5 yr,Q3
C057543,46.0,Female,Central,66,Standard,16.53,1,1.0,2022-07-05,198.36,2022,5-10 yr,Q2
C057544,27.0,Male,Central,14,Standard,15.26,4,0.0,2020-12-08,183.12,2020,1-2 yr,Q1 low
C057545,24.0,Female,South,68,Standard,19.38,3,1.0,2024-12-04,232.56,2024,5-10 yr,Q2
C057546,24.0,Female,Central,58,Basic,8.1,2,0.0,2024-12-01,97.19999999999999,2024,2-5 yr,Q1 low
C057547,42.0,Male,Central,99,Premium,73.51,0,0.0,2021-09-26,882.1200000000001,2021,5-10 yr,Q4 high
C057548,35.0,Female,East,29,Standard,36.39,1,0.0,2025-01-02,436.68,2025,2-5 yr,Q3
C057549,38.0,Female,West,95,Basic,18.44,1,0.0,2022-09-17,221.28000000000003,2022,5-10 yr,Q2
C057550,49.0,Male,Central,19,Basic,11.33,3,0.0,2024-10-17,135.96,2024,1-2 yr,Q1 low
C057551,47.0,Male,North,14,Basic,16.89,1,0.0,2022-07-19,202.68,2022,1-2 yr,Q2
C057552,18.0,Female,Central,7,Standard,36.42,0,0.0,2022-03-12,437.04,2022,6-12 mo,Q3
C057553,52.0,Female,West,112,Standard,36.0,1,0.0,2022-10-18,432.0,2022,5-10 yr,Q3
C057554,28.0,Male,South,20,Standard,21.48,1,0.0,2024-04-29,257.76,2024,1-2 yr,Q2
C057555,40.0,Female,West,94,Premium,77.53,1,1.0,2021-07-27,930.36,2021,5-10 yr,Q4 high
C057556,43.0,Male,East,107,Basic,16.57,1,0.0,2024-09-03,198.84,2024,5-10 yr,Q2
C057557,34.0,Male,East,45,Basic,7.1,3,0.0,2021-09-04,85.19999999999999,2021,2-5 yr,Q1 low
C057558,35.0,Male,Central,99,Standard,23.56,1,0.0,2025-08-02,282.71999999999997,2025,5-10 yr,Q2
C057559,20.0,Female,South,99,Basic,12.81,0,1.0,2025-05-02,153.72,2025,5-10 yr,Q1 low
C057560,34.0,Male,West,94,Premium,90.29,1,0.0,2024-02-28,1083.48,2024,5-10 yr,Q4 high
C057561,23.0,Male,North,7,Standard,18.46,1,1.0,2021-06-29,221.52,2021,6-12 mo,Q2
C057562,28.0,Male,East,64,Premium,79.01,1,0.0,2022-09-30,948.1200000000001,2022,5-10 yr,Q4 high
C057563,44.0,Female,East,39,Basic,13.27,2,0.0,2021-06-26,159.24,2021,2-5 yr,Q1 low
C057564,34.0,Female,West,108,Standard,19.99,1,1.0,2021-07-02,239.88,2021,5-10 yr,Q2
C057565,34.0,Female,East,72,Premium,47.84,1,0.0,2019-04-07,574.08,2019,5-10 yr,Q3
C057566,41.0,Female,North,87,Basic,13.13,1,0.0,2021-01-05,157.56,2021,5-10 yr,Q1 low
C057567,44.0,Female,South,10,Standard,17.4,2,1.0,2020-05-17,208.79999999999998,2020,6-12 mo,Q2
C057568,26.0,Female,Central,12,Basic,9.82,0,1.0,2024-10-09,117.84,2024,6-12 mo,Q1 low
C057569,47.0,Female,North,34,Standard,23.49,1,0.0,2023-02-12,281.88,2023,2-5 yr,Q2
C057570,27.0,Male,Central,64,Premium,77.24,0,0.0,2020-07-21,926.8799999999999,2020,5-10 yr,Q4 high
C057571,27.0,Female,East,110,Standard,27.14,2,0.0,2020-09-24,325.68,2020,5-10 yr,Q3
C057572,18.0,Female,West,116,Basic,12.88,0,0.0,2019-10-18,154.56,2019,5-10 yr,Q1 low
C057573,37.0,Female,East,120,Standard,22.48,0,0.0,2025-02-02,269.76,2025,5-10 yr,Q2
C057574,41.0,Female,South,12,Basic,11.55,1,0.0,2024-10-24,138.60000000000002,2024,6-12 mo,Q1 low
C057575,18.0,Female,North,43,Standard,32.87,0,0.0,2021-01-11,394.43999999999994,2021,2-5 yr,Q3
C057576,18.0,Male,East,92,Standard,33.29,3,0.0,2021-08-02,399.48,2021,5-10 yr,Q3
C057577,32.0,Female,West,96,Standard,37.22,1,0.0,2021-12-06,446.64,2021,5-10 yr,Q3
C057578,43.0,Male,East,30,Basic,11.12,3,0.0,2022-07-06,133.44,2022,2-5 yr,Q1 low
C057579,24.0,Male,West,102,Standard,33.86,0,0.0,2021-11-10,406.32,2021,5-10 yr,Q3
C057580,49.0,Male,South,62,Basic,19.12,3,0.0,2021-03-24,229.44,2021,5-10 yr,Q2
C057581,28.0,Female,West,69,Premium,92.09,0,0.0,2022-04-07,1105.08,2022,5-10 yr,Q4 high
C057582,21.0,Male,West,69,Standard,35.51,2,0.0,2023-05-21,426.12,2023,5-10 yr,Q3
C057583,47.0,Female,West,79,Standard,20.57,1,1.0,2023-01-28,246.84,2023,5-10 yr,Q2
C057584,24.0,Female,North,28,Basic,6.79,0,0.0,2021-03-11,81.48,2021,2-5 yr,Q1 low
C057585,48.0,Female,South,73,Premium,93.27,0,0.0,2022-09-20,1119.24,2022,5-10 yr,Q4 high
C057586,47.0,Male,East,47,Standard,25.24,1,0.0,2021-09-23,302.88,2021,2-5 yr,Q2
C057587,37.0,Female,West,50,Standard,28.85,1,0.0,2021-08-03,346.20000000000005,2021,2-5 yr,Q3
C057588,50.0,Female,Central,24,Premium,92.79,1,0.0,2023-11-02,1113.48,2023,1-2 yr,Q4 high
C057589,46.0,Female,West,54,Basic,12.37,1,1.0,2024-03-26,148.44,2024,2-5 yr,Q1 low
C057590,33.0,Female,West,56,Enterprise,154.35,1,0.0,2024-05-05,1852.1999999999998,2024,2-5 yr,Q4 high
C057591,23.0,Female,North,37,Basic,7.1,0,0.0,2024-03-01,85.19999999999999,2024,2-5 yr,Q1 low
C057592,41.0,Male,East,16,Standard,17.52,0,1.0,2020-02-24,210.24,2020,1-2 yr,Q2
C057593,45.0,Female,North,21,Standard,28.4,1,0.0,2025-05-05,340.79999999999995,2025,1-2 yr,Q3
C057594,32.0,Female,North,110,Premium,77.65,1,0.0,2020-06-23,931.8000000000001,2020,5-10 yr,Q4 high
C057595,35.0,Male,East,47,Standard,18.45,1,0.0,2022-02-21,221.39999999999998,2022,2-5 yr,Q2
C057596,25.0,Male,East,74,Standard,31.54,2,0.0,2026-12-31,378.48,2026,5-10 yr,Q3
C057597,30.0,Male,North,116,Basic,7.42,1,0.0,2021-10-13,89.03999999999999,2021,5-10 yr,Q1 low
C057598,49.0,Non-binary,Central,1,Premium,72.89,2,0.0,2023-01-26,874.6800000000001,2023,0-6 mo,Q4 high
C057599,25.0,Female,West,41,Basic,11.38,2,0.0,2022-10-25,136.56,2022,2-5 yr,Q1 low
C057600,51.0,Male,North,118,Premium,77.32,2,0.0,2023-12-23,927.8399999999999,2023,5-10 yr,Q4 high
C057601,39.0,Female,North,78,Basic,9.79,3,0.0,2025-01-10,117.47999999999999,2025,5-10 yr,Q1 low
C057602,24.0,Non-binary,West,116,Premium,77.7,1,0.0,2024-08-05,932.4000000000001,2024,5-10 yr,Q4 high
C057603,50.0,Female,East,40,Premium,82.76,0,0.0,2026-12-31,993.1200000000001,2026,2-5 yr,Q4 high
C057604,22.0,Male,West,119,Standard,17.03,2,0.0,2021-07-09,204.36,2021,5-10 yr,Q2
C057605,38.0,Female,West,62,Standard,23.72,1,0.0,2023-09-17,284.64,2023,5-10 yr,Q2
C057606,29.0,Female,Central,12,Standard,28.11,4,1.0,2024-07-20,337.32,2024,6-12 mo,Q3
C057607,27.0,Female,Central,67,Premium,46.49,2,0.0,2024-11-18,557.88,2024,5-10 yr,Q3
C057608,25.0,Female,East,90,Basic,11.91,2,0.0,2023-07-31,142.92000000000002,2023,5-10 yr,Q1 low
C057609,35.0,Female,West,56,Standard,39.71,1,0.0,2021-03-06,476.52,2021,2-5 yr,Q3
C057610,30.0,Male,East,73,Standard,19.26,0,0.0,2021-10-04,231.12,2021,5-10 yr,Q2
C057611,28.0,Female,East,42,Standard,21.87,2,0.0,2025-01-31,262.44,2025,2-5 yr,Q2
C057612,18.0,Male,West,80,Basic,8.25,0,0.0,2021-05-08,99.0,2021,5-10 yr,Q1 low
C057613,19.0,Female,South,114,Premium,88.65,0,1.0,2020-02-03,1063.8000000000002,2020,5-10 yr,Q4 high
C057614,27.0,Female,East,89,Basic,6.34,1,0.0,2024-06-17,76.08,2024,5-10 yr,Q1 low
C057615,34.0,Male,West,59,Basic,12.01,1,0.0,2024-05-11,144.12,2024,2-5 yr,Q1 low
